taxonomy,slug,name,parent_slug
city,kiyivska-obl-buchanskij-r-n-smt-piskivka,"Київська обл., Бучанський р-н, смт. Пісківка",
city,kiyivska-obl-vishgorodskij-r-n-m-vishgorod,"Київська обл., Вишгородський р-н, м. Вишгород",
city,kiyivska-obl-vishgorodskij-r-n-s-shhe-ivankiv,"Київська обл., Вишгородський р-н, с-ще Іванків",
city,kiyivska-obl-vishgorodskij-r-n-s-demidiv,"Київська обл., Вишгородський р-н, с. Демидів",
city,kiyivska-obl-vishgorodskij-r-n-s-zhmiyivka,"Київська обл., Вишгородський р-н, с. Жміївка",
city,kiyivska-obl-vishgorodskij-r-n-s-katyuzhanka,"Київська обл., Вишгородський р-н, с. Катюжанка",
city,kiyivska-obl-vishgorodskij-r-n-s-kozarovichi,"Київська обл., Вишгородський р-н, с. Козаровичі",
city,kiyivska-obl-vishgorodskij-r-n-s-lebedivka,"Київська обл., Вишгородський р-н, с. Лебедівка",
city,kiyivska-obl-vishgorodskij-r-n-s-lyutizh,"Київська обл., Вишгородський р-н, с. Лютіж",
city,kiyivska-obl-vishgorodskij-r-n-s-makarivka,"Київська обл., Вишгородський р-н, с. Макарівка",
city,kiyivska-obl-vishgorodskij-r-n-s-nizhcha-dubechnya,"Київська обл., Вишгородський р-н, с. Нижча Дубечня",
city,kiyivska-obl-vishgorodskij-r-n-s-orane,"Київська обл., Вишгородський р-н, с. Оране",
city,kiyivska-obl-vishgorodskij-r-n-s-radinka,"Київська обл., Вишгородський р-н, с. Радинка",
city,kiyivska-obl-vishgorodskij-r-n-s-rudnya-dimerska,"Київська обл., Вишгородський р-н, с. Рудня-Димерська",
city,kiyivska-obl-vishgorodskij-r-n-s-sukachi,"Київська обл., Вишгородський р-н, с. Сукачі",
city,kiyivska-obl-vishgorodskij-r-n-s-suholuchchya,"Київська обл., Вишгородський р-н, с. Сухолуччя",
city,kiyivska-obl-vishgorodskij-r-n-smt-dimer,"Київська обл., Вишгородський р-н, смт. Димер",
city,kiyivska-obl-vishgorodskij-r-n-smt-ivankiv,"Київська обл., Вишгородський р-н, смт. Іванків",
city,kiyivska-obl-vishgorodskij-r-n-smt-krasyatichi,"Київська обл., Вишгородський р-н, смт. Красятичі",
city,kiyivska-obl-volodarskij-r-n-smt-volodarka-kiyivska-obl-volodarskij-r-n-smt-volodarka,"Київська обл., Володарський р-н, смт. Володарка, КИЇВСЬКА обл., ВОЛОДАРСЬКИЙ Р-Н, СМТ ВОЛОДАРКА",
city,kiyivska-obl-kagarliczkij-r-n-s-grebeni-budbaza,"Київська обл., Кагарлицький р-н, с. Гребені, БУДБАЗА",
city,kiyivska-obl-kiєvo-svyatoshinskij-r-n-s-gorenichi-21-km-zhitomirskogo-shose,"Київська обл., Києво-Святошинський р-н, с. Гореничі, 21 КМ ЖИТОМИРСЬКОГО ШОСЕ",
city,kiyivska-obl-m-berezan,"Київська обл., м. Березань",
city,kiyivska-obl-m-bila-czerkva,"Київська обл., м. Біла Церква",
city,kiyivska-obl-m-bila-czerkva-skvirske-shose-186,"Київська обл., м. Біла Церква, Сквірське шосе 186",
city,kiyivska-obl-m-bila-czerkva-shkvirovske-shose-176,"Київська обл., м. Біла Церква, Шквировське шосе, 176",
city,kiyivska-obl-m-borispil,"Київська обл., м. Бориспіль",
city,kiyivska-obl-m-brovari,"Київська обл., м. Бровари",
city,kiyivska-obl-m-brovari-promvuzol,"Київська обл., м. Бровари, ПРОМВУЗОЛ",
city,kiyivska-obl-m-bucha,"Київська обл., м. Буча",
city,kiyivska-obl-m-vasilkiv,"Київська обл., м. Васильків",
city,kiyivska-obl-m-irpin,"Київська обл., м. Ірпінь",
city,kiyivska-obl-m-irpin-smt-gostomel-kiyivska-obl-m-irpin-smt-gostomel,"Київська обл., м. Ірпінь, смт. Гостомель, Київська Обл., М. Ірпінь, Смт Гостомель",
city,kiyivska-obl-m-irpin-smt-koczyubinske,"Київська обл., м. Ірпінь, смт. Коцюбинське",
city,kiyivska-obl-m-obuhiv,"Київська обл., м. Обухів",
city,kiyivska-obl-m-pereyaslav,"Київська обл., м. Переяслав",
city,kiyivska-obl-m-pereyaslav-hmelniczkij,"Київська обл., м. Переяслав-Хмельницький",
city,kiyivska-obl-m-rzhishhiv,"Київська обл., м. Ржищів",
city,kiyivska-obl-m-fastiv,"Київська обл., м. Фастів",
city,kiyivska-obl-obuhivskij-r-n-m-boguslav,"Київська обл., Обухівський р-н, м. Богуслав",
city,kiyivska-obl-obuhivskij-r-n-m-kagarlik,"Київська обл., Обухівський р-н, м. Кагарлик",
city,kiyivska-obl-obuhivskij-r-n-m-mironivka,"Київська обл., Обухівський р-н, м. Миронівка",
city,kiyivska-obl-obuhivskij-r-n-m-ukrayinka,"Київська обл., Обухівський р-н, м. Українка",
city,kiyivska-obl-obuhivskij-r-n-m-ukrayinka-tripilska-dres,"Київська обл., Обухівський р-н, м. Українка, Трипільська Дрес",
city,kiyivska-obl-obuhivskij-r-n-s-kodaki,"Київська обл., Обухівський р-н, с. Кодаки",
city,kiyivska-obl-obuhivskij-r-n-s-malij-bukrin,"Київська обл., Обухівський р-н, с. Малий Букрин",
city,kiyivska-obl-obuhivskij-r-n-s-maslivka,"Київська обл., Обухівський р-н, с. Маслівка",
city,kiyivska-obl-obuhivskij-r-n-s-piyi,"Київська обл., Обухівський р-н, с. Пії",
city,kiyivska-obl-obuhivskij-r-n-s-polove,"Київська обл., Обухівський р-н, с. Польове",
city,kiyivska-obl-obuhivskij-r-n-s-potashnya,"Київська обл., Обухівський р-н, с. Поташня",
city,kiyivska-obl-obuhivskij-r-n-s-stavi,"Київська обл., Обухівський р-н, с. Стави",
city,kiyivska-obl-obuhivskij-r-n-s-stajki,"Київська обл., Обухівський р-н, с. Стайки",
city,kiyivska-obl-obuhivskij-r-n-s-teptiyivka,"Київська обл., Обухівський р-н, с. Тептіївка",
city,kiyivska-obl-obuhivskij-r-n-s-hotiv,"Київська обл., Обухівський р-н, с. Хотів",
city,kiyivska-obl-obuhivskij-r-n-s-czentralne,"Київська обл., Обухівський р-н, с. Центральне",
city,kiyivska-obl-obuhivskij-r-n-s-chervone,"Київська обл., Обухівський р-н, с. Червоне",
city,kiyivska-obl-pgt-vivchari-kiєvo-svyatoshinskij-r-n-mashinobudivnikiv-2b,"Київська обл., пгт. Вівчарі, Києво-святошинський р-н, Машинобудівників, 2Б",
city,kiyivska-obl-pereyaslav-hmelniczkij-r-n-s-stovpyagi,"Київська обл., Переяслав-Хмельницький р-н, с. Стовп’яги",
city,kiyivska-obl-poliskij-r-n,"Київська обл., Поліський р-н",
city,kiyivska-obl-tarashhanskij-r-n-s-kivshovata-kiyivska-obl-tarashhanskij-r-n-s-kivshuvata,"Київська обл., Таращанський р-н, с. Ківшовата, КИЇВСЬКА обл., ТАРАЩАНСЬКИЙ Р-Н, С. КІВШУВАТА",
city,kiyivska-obl-tetiyivskij-r-n-s-dibrivka,"Київська обл., Тетіївський р-н, с. Дібрівка",
city,kiyivska-obl-tetiyivskij-r-n-s-stadniczya,"Київська обл., Тетіївський р-н, с. Стадниця",
city,kiyivska-obl-fastivskij-r-n-m-boyarka,"Київська обл., Фастівський р-н, м. Боярка",
city,kiyivska-obl-fastivskij-r-n-s-bishiv,"Київська обл., Фастівський р-н, с. Бишів",
city,kiyivska-obl-fastivskij-r-n-s-bortniki,"Київська обл., Фастівський р-н, с. Бортники",
city,kiyivska-obl-fastivskij-r-n-s-zabirya,"Київська обл., Фастівський р-н, с. Забір’я",
city,kiyivska-obl-fastivskij-r-n-s-novosilki,"Київська обл., Фастівський р-н, с. Новосілки",
city,kiyivska-obl-fastivskij-r-n-s-pleseczke,"Київська обл., Фастівський р-н, с. Плесецьке",
city,kiyivska-obl-fastivskij-r-n-s-tarasivka,"Київська обл., Фастівський р-н, с. Тарасівка",
city,kiyivska-obl-fastivskij-r-n-smt-kalinivka,"Київська обл., Фастівський р-н, смт. Калинівка",
city,kiyivska-obl-fastivskij-r-n-smt-kozhanka,"Київська обл., Фастівський р-н, смт. Кожанка",
city,kiyivska-obl-fastivskij-r-n-smt-chabani,"Київська обл., Фастівський р-н, смт. Чабани",
city,kishinyov,Кишинёв,
city,kirovograd,Кіровоград,
city,kirovogradska-obl-blagovishhenskij-r-n-m-blagovishhenske,"Кіровоградська обл., Благовіщенський р-н, м. Благовіщенське",
city,kirovogradska-obl-golovanivskij-r-n-m-blagovishhenske,"Кіровоградська обл., Голованівський р-н, м. Благовіщенське",
city,kirovogradska-obl-golovanivskij-r-n-m-gajvoron,"Кіровоградська обл., Голованівський р-н, м. Гайворон",
city,kirovogradska-obl-golovanivskij-r-n-s-shhe-golovanivsk-kolishnє-smt-golovanivsk,"Кіровоградська обл., Голованівський р-н, с-ще Голованівськ (колишнє смт. Голованівськ)",
city,kirovogradska-obl-golovanivskij-r-n-s-єmilivka,"Кіровоградська обл., Голованівський р-н, с. Ємилівка",
city,kirovogradska-obl-golovanivskij-r-n-s-zaliznichne,"Кіровоградська обл., Голованівський р-н, с. Залізничне",
city,kirovogradska-obl-golovanivskij-r-n-s-mezhirichka,"Кіровоградська обл., Голованівський р-н, с. Межирічка",
city,kirovogradska-obl-golovanivskij-r-n-s-mogilne,"Кіровоградська обл., Голованівський р-н, с. Могильне",
city,kirovogradska-obl-golovanivskij-r-n-s-peregonivka,"Кіровоградська обл., Голованівський р-н, с. Перегонівка",
city,kirovogradska-obl-golovanivskij-r-n-s-pidvisoke,"Кіровоградська обл., Голованівський р-н, с. Підвисоке",
city,kirovogradska-obl-golovanivskij-r-n-s-stankuvate,"Кіровоградська обл., Голованівський р-н, с. Станкувате",
city,kirovogradska-obl-golovanivskij-r-n-s-troyanka,"Кіровоградська обл., Голованівський р-н, с. Троянка",
city,kirovogradska-obl-golovanivskij-r-n-s-hashhuvate,"Кіровоградська обл., Голованівський р-н, с. Хащувате",
city,kirovogradska-obl-golovanivskij-r-n-s-shepilove,"Кіровоградська обл., Голованівський р-н, с. Шепилове",
city,kirovogradska-obl-golovanivskij-r-n-smt-vilshanka,"Кіровоградська обл., Голованівський р-н, смт. Вільшанка",
city,kirovogradska-obl-golovanivskij-r-n-smt-golovanivsk,"Кіровоградська обл., Голованівський р-н, смт. Голованівськ",
city,kirovogradska-obl-golovanivskij-r-n-smt-zavallya,"Кіровоградська обл., Голованівський р-н, смт. Завалля",
city,kirovogradska-obl-golovanivskij-r-n-smt-novoarhangelsk,"Кіровоградська обл., Голованівський р-н, смт. Новоархангельськ",
city,kirovogradska-obl-golovanivskij-r-n-smt-salkove,"Кіровоградська обл., Голованівський р-н, смт. Салькове",
city,kirovogradska-obl-kropivniczkij-r-n-m-bobrinecz,"Кіровоградська обл., Кропивницький р-н, м. Бобринець",
city,kirovogradska-obl-kropivniczkij-r-n-m-dolinska,"Кіровоградська обл., Кропивницький р-н, м. Долинська",
city,kirovogradska-obl-kropivniczkij-r-n-s-shhe-kompaniyivka,"Кіровоградська обл., Кропивницький р-н, с-ще Компаніївка",
city,kirovogradska-obl-kropivniczkij-r-n-s-adzhamka,"Кіровоградська обл., Кропивницький р-н, с. Аджамка",
city,kirovogradska-obl-kropivniczkij-r-n-s-berezhinka,"Кіровоградська обл., Кропивницький р-н, с. Бережинка",
city,kirovogradska-obl-kropivniczkij-r-n-s-brusivka,"Кіровоградська обл., Кропивницький р-н, с. Брусівка",
city,kirovogradska-obl-kropivniczkij-r-n-s-verblyuzhka,"Кіровоградська обл., Кропивницький р-н, с. Верблюжка",
city,kirovogradska-obl-kropivniczkij-r-n-s-vesele,"Кіровоградська обл., Кропивницький р-н, с. Веселе",
city,kirovogradska-obl-kropivniczkij-r-n-s-veseli-bokovenki-davidova-aleya-1,"Кіровоградська обл., Кропивницький р-н, с. Веселі Боковеньки, Давидова алея, 1",
city,kirovogradska-obl-kropivniczkij-r-n-s-vilne,"Кіровоградська обл., Кропивницький р-н, с. Вільне",
city,kirovogradska-obl-kropivniczkij-r-n-s-dmitrivka,"Кіровоградська обл., Кропивницький р-н, с. Дмитрівка",
city,kirovogradska-obl-kropivniczkij-r-n-s-dokuchaєve,"Кіровоградська обл., Кропивницький р-н, с. Докучаєве",
city,kirovogradska-obl-kropivniczkij-r-n-s-ingulske,"Кіровоградська обл., Кропивницький р-н, с. Інгульське",
city,kirovogradska-obl-kropivniczkij-r-n-s-katerinivka,"Кіровоградська обл., Кропивницький р-н, с. Катеринівка",
city,kirovogradska-obl-kropivniczkij-r-n-s-krinichne,"Кіровоградська обл., Кропивницький р-н, с. Криничне",
city,kirovogradska-obl-kropivniczkij-r-n-s-kuczivka,"Кіровоградська обл., Кропивницький р-н, с. Куцівка",
city,kirovogradska-obl-kropivniczkij-r-n-s-lisne,"Кіровоградська обл., Кропивницький р-н, с. Лісне",
city,kirovogradska-obl-kropivniczkij-r-n-s-novoigorivka,"Кіровоградська обл., Кропивницький р-н, с. Новоігорівка",
city,kirovogradska-obl-kropivniczkij-r-n-s-oleksandrivka,"Кіровоградська обл., Кропивницький р-н, с. Олександрівка",
city,kirovogradska-obl-kropivniczkij-r-n-s-pidgajczi,"Кіровоградська обл., Кропивницький р-н, с. Підгайці",
city,kirovogradska-obl-kropivniczkij-r-n-s-rozdollya,"Кіровоградська обл., Кропивницький р-н, с. Роздолля",
city,kirovogradska-obl-kropivniczkij-r-n-s-sozonivka,"Кіровоградська обл., Кропивницький р-н, с. Созонівка",
city,kirovogradska-obl-kropivniczkij-r-n-s-sokolivske,"Кіровоградська обл., Кропивницький р-н, с. Соколівське",
city,kirovogradska-obl-kropivniczkij-r-n-s-stepove,"Кіровоградська обл., Кропивницький р-н, с. Степове",
city,kirovogradska-obl-kropivniczkij-r-n-s-trepivka,"Кіровоградська обл., Кропивницький р-н, с. Трепівка",
city,kirovogradska-obl-kropivniczkij-r-n-s-czibuleve,"Кіровоградська обл., Кропивницький р-н, с. Цибулеве",
city,kirovogradska-obl-kropivniczkij-r-n-s-charivne,"Кіровоградська обл., Кропивницький р-н, с. Чарівне",
city,kirovogradska-obl-kropivniczkij-r-n-s-chervona-sloboda,"Кіровоградська обл., Кропивницький р-н, с. Червона Слобода",
city,kirovogradska-obl-kropivniczkij-r-n-s-chernyahivka,"Кіровоградська обл., Кропивницький р-н, с. Черняхівка",
city,kirovogradska-obl-kropivniczkij-r-n-smt-kompaniyivka,"Кіровоградська обл., Кропивницький р-н, смт. Компаніївка",
city,kirovogradska-obl-kropivniczkij-r-n-smt-novgorodka,"Кіровоградська обл., Кропивницький р-н, смт. Новгородка",
city,kirovogradska-obl-kropivniczkij-r-n-smt-oleksandrivka,"Кіровоградська обл., Кропивницький р-н, смт. Олександрівка",
city,kirovogradska-obl-kropivniczkij-r-n-smt-ustinivka,"Кіровоградська обл., Кропивницький р-н, смт. Устинівка",
city,kirovogradska-obl-m-znamyanka,"Кіровоградська обл., м. Знам’янка",
city,kirovogradska-obl-m-mala-viska,"Кіровоградська обл., м. Мала Виска",
city,kirovogradska-obl-m-oleksandriya,"Кіровоградська обл., м. Олександрія",
city,kirovogradska-obl-m-svitlovodsk,"Кіровоградська обл., м. Світловодськ",
city,kirovogradska-obl-maloviskivskij-r-n-m-mala-viska,"Кіровоградська обл., Маловисківський р-н, м. Мала Виска",
city,kirovogradska-obl-novgorodkivskij-r-n-smt-novgorodka,"Кіровоградська обл., Новгородківський р-н, смт. Новгородка",
city,kirovogradska-obl-novoarhangelskij-r-n,"Кіровоградська обл., Новоархангельський р-н",
city,kirovogradska-obl-novoukrayinskij-r-n-m-mala-viska,"Кіровоградська обл., Новоукраїнський р-н, м. Мала Виска",
city,kirovogradska-obl-novoukrayinskij-r-n-m-novomirgorod,"Кіровоградська обл., Новоукраїнський р-н, м. Новомиргород",
city,kirovogradska-obl-novoukrayinskij-r-n-m-novoukrayinka,"Кіровоградська обл., Новоукраїнський р-н, м. Новоукраїнка",
city,kirovogradska-obl-novoukrayinskij-r-n-m-pomichna,"Кіровоградська обл., Новоукраїнський р-н, м. Помічна",
city,kirovogradska-obl-novoukrayinskij-r-n-s-zlinka,"Кіровоградська обл., Новоукраїнський р-н, с. Злинка",
city,kirovogradska-obl-novoukrayinskij-r-n-s-karbivka,"Кіровоградська обл., Новоукраїнський р-н, с. Карбівка",
city,kirovogradska-obl-novoukrayinskij-r-n-s-novolutkivka,"Кіровоградська обл., Новоукраїнський р-н, с. Новолутківка",
city,kirovogradska-obl-novoukrayinskij-r-n-s-onikiєve,"Кіровоградська обл., Новоукраїнський р-н, с. Оникієве",
city,kirovogradska-obl-novoukrayinskij-r-n-s-pervomajsk,"Кіровоградська обл., Новоукраїнський р-н, с. Первомайськ",
city,kirovogradska-obl-novoukrayinskij-r-n-s-hmelove,"Кіровоградська обл., Новоукраїнський р-н, с. Хмельове",
city,kirovogradska-obl-novoukrayinskij-r-n-smt-dobrovelichkivka,"Кіровоградська обл., Новоукраїнський р-н, смт. Добровеличківка",
city,kirovogradska-obl-oleksandrijskij-r-n-m-oleksandriya,"Кіровоградська обл., Олександрійський р-н, м. Олександрія",
city,kirovogradska-obl-oleksandrijskij-r-n-s-vilne,"Кіровоградська обл., Олександрійський р-н, с. Вільне",
city,kirovogradska-obl-oleksandrijskij-r-n-s-volodimirivka,"Кіровоградська обл., Олександрійський р-н, с. Володимирівка",
city,kirovogradska-obl-oleksandrijskij-r-n-s-dobronadiyivka,"Кіровоградська обл., Олександрійський р-н, с. Добронадіївка",
city,kirovogradska-obl-oleksandrijskij-r-n-s-zvenigorodka,"Кіровоградська обл., Олександрійський р-н, с. Звенигородка",
city,kirovogradska-obl-oleksandrijskij-r-n-s-likarivka,"Кіровоградська обл., Олександрійський р-н, с. Лікарівка",
city,kirovogradska-obl-oleksandrijskij-r-n-s-luganka,"Кіровоградська обл., Олександрійський р-н, с. Луганка",
city,kirovogradska-obl-oleksandrijskij-r-n-s-oleksandrivka,"Кіровоградська обл., Олександрійський р-н, с. Олександрівка",
city,kirovogradska-obl-oleksandrijskij-r-n-s-pavlivka,"Кіровоградська обл., Олександрійський р-н, с. Павлівка",
city,kirovogradska-obl-oleksandrijskij-r-n-s-pantaziyivka,"Кіровоградська обл., Олександрійський р-н, с. Пантазіївка",
city,kirovogradska-obl-oleksandrijskij-r-n-s-rozheve,"Кіровоградська обл., Олександрійський р-н, с. Рожеве",
city,kirovogradska-obl-oleksandrijskij-r-n-s-chervona-kamyanka,"Кіровоградська обл., Олександрійський р-н, с. Червона Кам’янка",
city,kirovogradska-obl-oleksandrijskij-r-n-s-sharivka,"Кіровоградська обл., Олександрійський р-н, с. Шарівка",
city,kirovogradska-obl-oleksandrijskij-r-n-smt-nova-praga,"Кіровоградська обл., Олександрійський р-н, смт. Нова Прага",
city,kirovogradska-obl-oleksandrijskij-r-n-smt-onufriyivka,"Кіровоградська обл., Олександрійський р-н, смт. Онуфріївка",
city,kirovogradska-obl-oleksandrijskij-r-n-smt-petrove,"Кіровоградська обл., Олександрійський р-н, смт. Петрове",
city,kirovogradska-obl-oleksandrijskij-r-n-smt-priyutivka,"Кіровоградська обл., Олександрійський р-н, смт. Приютівка",
city,kirovogradska-obl-onufriyivskij-r-n,"Кіровоградська обл., Онуфріївський р-н",
city,kirovogradska-obl-onufriyivskij-r-n-smt-onufriyivka,"Кіровоградська обл., Онуфріївський р-н, смт. Онуфріївка",
city,kirovogradska-obl-onufriyivskij-r-n-smt-pavlish-s-kohna-1,"Кіровоградська обл., Онуфріївський р-н, смт. Павлиш, С. Кохна, 1",
city,kirovogradska-obl-petrivskij-rajon,"Кіровоградська обл., Петрівський район",
city,kokshetau,Кокшетау,
section,kolledzh,Колледж,
section,kolledzh-gimnaziya,Колледж; Гимназия,
section,kolledzh-detskij-sad,Колледж; Детский сад,
section,kolledzh-konczertnyj-zal,Колледж; Концертный зал,
section,kompyuterne-programuvannya,Комп’ютерне програмування,
section,kompaniyi-yaki-viroshhuyut-zernovi-kulturi,Компанії які вирощують зернові культури,
section,kompleksne-obslugovuvannya-obєktiv,Комплексне обслуговування об’єктів,
section,komponuvannya-kino-ta-videofilmiv-televizijnih-program,"Компонування кіно- та відеофільмів, телевізійних програм",
direction,kompyuternye-nauki,Компьютерные науки,
business,konstruktor-sajtov,Конструктор сайтов,
section,konsultacziyi-z-pitan-informatizacziyi,Консультації з питань інформатизації,
section,konsultuvannya-z-pitan-komerczijnoї-diyalnosti-ta-upravlinnya,Консультування з питань комерційної діяльності та управління,
rucategory,ppc,Контекстная реклама,
city,kostanaj,Костанай,
categories,kou,коу,
city,kramatorsk,Краматорськ,
moscow_city,krasnodar,Краснодар,
city,krasnoyarsk,Красноярск,
section,krasota-i-otdyh-professionalnye-uslugi-vzrosloe-obuchenie,Красота и Отдых; Профессиональные Услуги; Взрослое обучение,
city,kremenchug,Кременчуг,
business,kripto-boty-tg,Крипто боты тг,
business,crypro-brokers-canada,Криптобиржи для Канады,
business,crypto-platforms-ukraine,Криптобиржи для Украины,
industry,kriptovalyutnye-partnerki,Криптовалютные Партнерки,
industry,kriptovalyutnye-tizernye-seti,Криптовалютные Тизерные Сети,
city,kropivniczkij,Кропивницький,
city,kropivniczkij-kirovskij-rajon,"Кропивницький, Кіровський район",
city,kropivniczkij-leninskij-rajon,"Кропивницький, Ленінський район",
section,kuvannya-shtampuvannya-karbuvannya,"Кування, штампування, карбування",
section,kultura-i-otdyh-obrazovatelnyj-czentr,Культура и отдых; Образовательный центр,
direction,kultura-iskusstvo,Культура искусство,
city,kungur,Кунгур,
section,kupivlya-ta-prodazh-vlasnogo-neruhomogo-majna,Купівля та продаж власного нерухомого майна,
categories,kursy-ai,Курсы AI,
categories,excel-online,Курсы Excel Онлайн,
rucategory,qa,Курсы QA/Тестировщиков,
categories,smm-online,Курсы SMM Онлайн,
categories,sql-online,Курсы SQL Онлайн,
rucategory,ui-ux,Курсы UI/UX дизайна,
rucategory,english,Курсы Английского Языка,
rucategory,kids,Курсы для Детей,
categories,pensioner,Курсы для пенсионеров,
rucategory,rukovoditel,Курсы для руководителей,
categories,copywriting-online,Курсы Копирайтинга Онлайн,
rucategory,cosmetology,Курсы Косметолога,
categories,marketing-online,Курсы Маркетинг Онлайн,
rucategory,1c,Курсы по 1С,
categories,chatgpt,Курсы по ChatGPT,
rucategory,hr,Курсы по HR и Рекрутингу,
categories,instagram,Курсы по Instagram продвижению,
rucategory,python,Курсы по Python,
categories,tik-tok,Курсы по Tik Tok Продвижению Онлайн,
rucategory,buhuchet,Курсы по Бухгалтерии,
rucategory,sales,Курсы по продажам,
categories,kursy-salonnogo-biznesa,Курсы по продвижению салона красоты,
rucategory,psyhologiya,Курсы по психологии,
categories,kursi-po-trejdingu,Курсы по трейдингу,
categories,amazon-online,Курсы продаж на Amazon Онлайн,
categories,robots-online,Курсы Робототехника Онлайн,
categories,test-online,Курсы Тестирование Онлайн,
categories,hr-online,Курсы управления персоналом Онлайн,
city,kyzylorda,Кызылорда,
direction,legkaya-promyshlennost,Легкая промышленность,
city,lenina-15-s-samgorodok-kozyatinskij-r-n-vinniczka-oblast,"ЛЕНІНА, 15, С. САМГОРОДОК, КОЗЯТИНСЬКИЙ р-н, ВІННИЦЬКА ОБЛАСТЬ",
section,letnij-lager-vzrosloe-obuchenie-psihoterapevt-czentr-rannego-razvitiya,Летний лагерь; Взрослое обучение; Психотерапевт; Центр раннего развития,
section,littya-inshih-kolorovih-metaliv,Лиття інших кольорових металів,
section,littya-legkih-kolorovih-metaliv,Лиття легких кольорових металів,
section,littya-chavunu,Лиття чавуну,
section,liczej,лицей,
section,liczej-obshheobrazovatelnaya-shkola,лицей; Общеобразовательная школа,
section,lizing-intelektualnoyi-vlasnosti-ta-podibnih-produktiv,Лізинг інтелектуальної власності та подібних продуктів,
section,lisivnicztvo-ta-insha-diyalnist-u-lisovomu-gospodarstvi,Лісівництво та інша діяльність у лісовому господарстві,
section,lisozagotivli,Лісозаготівлі,
section,lisopilne-ta-strugalne-virobnicztvo,Лісопильне та стругальне виробництво,
city,luganska-obl-alchevskij-r-n-m-zorinsk,"Луганська обл., Алчевський р-н, м. Зоринськ",
city,luganska-obl-alchevskij-r-n-m-perevalsk,"Луганська обл., Алчевський р-н, м. Перевальськ",
city,luganska-obl-alchevskij-r-n-s-shhe-golubivske,"Луганська обл., Алчевський р-н, с-ще Голубівське",
city,luganska-obl-alchevskij-r-n-s-shhe-molodizhne,"Луганська обл., Алчевський р-н, с-ще Молодіжне",
city,luganska-obl-alchevskij-r-n-s-shhe-stare,"Луганська обл., Алчевський р-н, с-ще Старе",
city,luganska-obl-alchevskij-r-n-s-malokostyantinivka,"Луганська обл., Алчевський р-н, с. Малокостянтинівка",
city,luganska-obl-alchevskij-r-n-s-smile,"Луганська обл., Алчевський р-н, с. Сміле",
city,luganska-obl-alchevskij-r-n-smt-kalinove,"Луганська обл., Алчевський р-н, смт. Калинове",
city,luganska-obl-alchevskij-r-n-smt-seleznivka,"Луганська обл., Алчевський р-н, смт. Селезнівка",
city,luganska-obl-alchevskij-r-n-smt-sentyanivka,"Луганська обл., Алчевський р-н, смт. Сентянівка",
city,luganska-obl-alchevskij-r-n-smt-slovyanoserbsk,"Луганська обл., Алчевський р-н, смт. Слов’яносербськ",
city,luganska-obl-alchevskij-r-n-smt-czentralnij,"Луганська обл., Алчевський р-н, смт. Центральний",
city,luganska-obl-bilovodskij-r-n-s-novoderkul,"Луганська обл., Біловодський р-н, с. Новодеркул",
city,luganska-obl-bilovodskij-r-n-s-novolimarivka,"Луганська обл., Біловодський р-н, с. Новолимарівка",
city,luganska-obl-bilovodskij-r-n-s-novooleksandrivka,"Луганська обл., Біловодський р-н, с. Новоолександрівка",
city,luganska-obl-bilovodskij-r-n-smt-bilovodsk,"Луганська обл., Біловодський р-н, смт. Біловодськ",
city,luganska-obl-bilokurakinskij-r-n-s-popivka,"Луганська обл., Білокуракинський р-н, с. Попівка",
city,luganska-obl-bilokurakinskij-r-n-s-solidarne,"Луганська обл., Білокуракинський р-н, с. Солідарне",
city,luganska-obl-dovzhanskij-r-n-s-panchenkove,"Луганська обл., Довжанський р-н, с. Панченкове",
city,luganska-obl-dovzhanskij-r-n-s-popivka,"Луганська обл., Довжанський р-н, с. Попівка",
city,luganska-obl-dovzhanskij-r-n-smt-dubove,"Луганська обл., Довжанський р-н, смт. Дубове",
city,luganska-obl-dovzhanskij-r-n-smt-krinichne,"Луганська обл., Довжанський р-н, смт. Криничне",
city,luganska-obl-dovzhanskij-r-n-smt-teple,"Луганська обл., Довжанський р-н, смт. Тепле",
city,luganska-obl-kreminskij-r-n-m-kreminna,"Луганська обл., Кремінський р-н, м. Кремінна",
city,luganska-obl-luganskij-r-n-m-lutugine,"Луганська обл., Луганський р-н, м. Лутугине",
city,luganska-obl-luganskij-r-n-s-shhe-lisne,"Луганська обл., Луганський р-н, с-ще Лісне",
city,luganska-obl-luganskij-r-n-s-shhe-metalist,"Луганська обл., Луганський р-н, с-ще Металіст",
city,luganska-obl-luganskij-r-n-s-volnuhine,"Луганська обл., Луганський р-н, с. Волнухине",
city,luganska-obl-luganskij-r-n-smt-simejkine,"Луганська обл., Луганський р-н, смт. Сімейкине",
city,luganska-obl-luganskij-r-n-smt-chelyuskinecz,"Луганська обл., Луганський р-н, смт. Челюскінець",
city,luganska-obl-lutuginskij-r-n-m-lutugine,"Луганська обл., Лутугинский р-н, м. Лутугине",
city,luganska-obl-m-antraczit,"Луганська обл., м. Антрацит",
city,luganska-obl-m-bryanka,"Луганська обл., м. Брянка",
city,luganska-obl-m-golubivka,"Луганська обл., м. Голубівка",
city,luganska-obl-m-dovzhansk,"Луганська обл., м. Довжанськ",
city,luganska-obl-m-dovzhansk-smt-valyanivske,"Луганська обл., м. Довжанськ, смт. Вальянівське",
